before: itr =   1, myrank =   0, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  18, myrank =   0, x(  3, 2) =     0.13588E-01, x(  3, 3) =     0.46493E-01
before: itr =  18, myrank =   0, x(  4, 2) =     0.83958E-02, x(  4, 3) =     0.28736E-01
before: itr =  18, myrank =   0, x(  5, 2) =     0.80790E-02, x(  5, 3) =     0.23542E-01
before: itr =  18, myrank =   0, x(  6, 2) =     0.13073E-01, x(  6, 3) =     0.38096E-01
before: itr =  18, myrank =   0, x(  7, 2) =     0.13067E-01, x(  7, 3) =     0.38102E-01
before: itr =  18, myrank =   0, x(  8, 2) =     0.80775E-02, x(  8, 3) =     0.23548E-01
before: itr =  18, myrank =   0, x(  9, 2) =     0.34319E-02, x(  9, 3) =     0.61515E-02
before: itr =  18, myrank =   0, x( 10, 2) =     0.55471E-02, x( 10, 3) =     0.99573E-02
before: itr =  18, myrank =   0, x( 11, 2) =     0.55431E-02, x( 11, 3) =     0.99597E-02
before: itr =  18, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61565E-02
before: itr =  18, myrank =   0, x( 13, 2) =     0.78568E-03, x( 13, 3) =     0.17343E-02
before: itr =  18, myrank =   0, x( 14, 2) =     0.12733E-02, x( 14, 3) =     0.32412E-02
before: itr =  18, myrank =   0, x( 15, 2) =     0.12690E-02, x( 15, 3) =     0.36175E-02
before: itr =  18, myrank =   0, x( 16, 2) =     0.78480E-03, x( 16, 3) =     0.26397E-02
after: itr =  18, myrank =   0, x(  1, 2) =     0.83907E-02, x(  1, 3) =     0.28740E-01
after: itr =  18, myrank =   0, x(  2, 2) =     0.13584E-01, x(  2, 3) =     0.46494E-01
after: itr =  18, myrank =   0, x(  3, 2) =     0.13588E-01, x(  3, 3) =     0.46493E-01
after: itr =  18, myrank =   0, x(  4, 2) =     0.83958E-02, x(  4, 3) =     0.28736E-01
after: itr =  18, myrank =   0, x(  5, 2) =     0.80790E-02, x(  5, 3) =     0.23542E-01
after: itr =  18, myrank =   0, x(  6, 2) =     0.13073E-01, x(  6, 3) =     0.38096E-01
after: itr =  18, myrank =   0, x(  7, 2) =     0.13067E-01, x(  7, 3) =     0.38102E-01
after: itr =  18, myrank =   0, x(  8, 2) =     0.80775E-02, x(  8, 3) =     0.23548E-01
after: itr =  18, myrank =   0, x(  9, 2) =     0.34319E-02, x(  9, 3) =     0.61515E-02
after: itr =  18, myrank =   0, x( 10, 2) =     0.55471E-02, x( 10, 3) =     0.99573E-02
after: itr =  18, myrank =   0, x( 11, 2) =     0.55431E-02, x( 11, 3) =     0.99597E-02
after: itr =  18, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61565E-02
after: itr =  18, myrank =   0, x( 13, 2) =     0.78568E-03, x( 13, 3) =     0.00000E+00
after: itr =  18, myrank =   0, x( 14, 2) =     0.12733E-02, x( 14, 3) =     0.00000E+00
after: itr =  18, myrank =   0, x( 15, 2) =     0.12690E-02, x( 15, 3) =     0.00000E+00
after: itr =  18, myrank =   0, x( 16, 2) =     0.78480E-03, x( 16, 3) =     0.00000E+00
before: itr =  19, myrank =   0, x(  1, 2) =     0.84053E-02, x(  1, 3) =     0.28731E-01
before: itr =  19, myrank =   0, x(  2, 2) =     0.13598E-01, x(  2, 3) =     0.46493E-01
before: itr =  19, myrank =   0, x(  3, 2) =     0.13595E-01, x(  3, 3) =     0.46496E-01
before: itr =  19, myrank =   0, x(  4, 2) =     0.84041E-02, x(  4, 3) =     0.28736E-01
before: itr =  19, myrank =   0, x(  5, 2) =     0.80735E-02, x(  5, 3) =     0.23553E-01
before: itr =  19, myrank =   0, x(  6, 2) =     0.13059E-01, x(  6, 3) =     0.38110E-01
before: itr =  19, myrank =   0, x(  7, 2) =     0.13060E-01, x(  7, 3) =     0.38108E-01
before: itr =  19, myrank =   0, x(  8, 2) =     0.80709E-02, x(  8, 3) =     0.23552E-01
before: itr =  19, myrank =   0, x(  9, 2) =     0.34235E-02, x(  9, 3) =     0.61576E-02
before: itr =  19, myrank =   0, x( 10, 2) =     0.55404E-02, x( 10, 3) =     0.99633E-02
before: itr =  19, myrank =   0, x( 11, 2) =     0.55422E-02, x( 11, 3) =     0.99627E-02
before: itr =  19, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61569E-02
before: itr =  19, myrank =   0, x( 13, 2) =     0.78137E-03, x( 13, 3) =     0.17348E-02
before: itr =  19, myrank =   0, x( 14, 2) =     0.12611E-02, x( 14, 3) =     0.32398E-02
before: itr =  19, myrank =   0, x( 15, 2) =     0.12625E-02, x( 15, 3) =     0.36162E-02
before: itr =  19, myrank =   0, x( 16, 2) =     0.77966E-03, x( 16, 3) =     0.26382E-02
after: itr =  19, myrank =   0, x(  1, 2) =     0.84053E-02, x(  1, 3) =     0.28731E-01
after: itr =  19, myrank =   0, x(  2, 2) =     0.13598E-01, x(  2, 3) =     0.46493E-01
after: itr =  19, myrank =   0, x(  3, 2) =     0.13595E-01, x(  3, 3) =     0.46496E-01
after: itr =  19, myrank =   0, x(  4, 2) =     0.84041E-02, x(  4, 3) =     0.28736E-01
after: itr =  19, myrank =   0, x(  5, 2) =     0.80735E-02, x(  5, 3) =     0.23553E-01
after: itr =  19, myrank =   0, x(  6, 2) =     0.13059E-01, x(  6, 3) =     0.38110E-01
after: itr =  19, myrank =   0, x(  7, 2) =     0.13060E-01, x(  7, 3) =     0.38108E-01
after: itr =  19, myrank =   0, x(  8, 2) =     0.80709E-02, x(  8, 3) =     0.23552E-01
after: itr =  19, myrank =   0, x(  9, 2) =     0.34235E-02, x(  9, 3) =     0.61576E-02
after: itr =  19, myrank =   0, x( 10, 2) =     0.55404E-02, x( 10, 3) =     0.99633E-02
after: itr =  19, myrank =   0, x( 11, 2) =     0.55422E-02, x( 11, 3) =     0.99627E-02
after: itr =  19, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61569E-02
after: itr =  19, myrank =   0, x( 13, 2) =     0.78137E-03, x( 13, 3) =     0.00000E+00
after: itr =  19, myrank =   0, x( 14, 2) =     0.12611E-02, x( 14, 3) =     0.00000E+00
after: itr =  19, myrank =   0, x( 15, 2) =     0.12625E-02, x( 15, 3) =     0.00000E+00
after: itr =  19, myrank =   0, x( 16, 2) =     0.77966E-03, x( 16, 3) =     0.00000E+00
before: itr =  20, myrank =   0, x(  1, 2) =     0.83981E-02, x(  1, 3) =     0.28738E-01
before: itr =  20, myrank =   0, x(  2, 2) =     0.13587E-01, x(  2, 3) =     0.46498E-01
before: itr =  20, myrank =   0, x(  3, 2) =     0.13590E-01, x(  3, 3) =     0.46496E-01
before: itr =  20, myrank =   0, x(  4, 2) =     0.83971E-02, x(  4, 3) =     0.28736E-01
before: itr =  20, myrank =   0, x(  5, 2) =     0.80715E-02, x(  5, 3) =     0.23550E-01
before: itr =  20, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38104E-01
before: itr =  20, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38104E-01
before: itr =  20, myrank =   0, x(  8, 2) =     0.80742E-02, x(  8, 3) =     0.23549E-01
before: itr =  20, myrank =   0, x(  9, 2) =     0.34260E-02, x(  9, 3) =     0.61561E-02
before: itr =  20, myrank =   0, x( 10, 2) =     0.55436E-02, x( 10, 3) =     0.99600E-02
before: itr =  20, myrank =   0, x( 11, 2) =     0.55434E-02, x( 11, 3) =     0.99598E-02
before: itr =  20, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61552E-02
before: itr =  20, myrank =   0, x( 13, 2) =     0.78108E-03, x( 13, 3) =     0.17343E-02
before: itr =  20, myrank =   0, x( 14, 2) =     0.12663E-02, x( 14, 3) =     0.32401E-02
before: itr =  20, myrank =   0, x( 15, 2) =     0.12661E-02, x( 15, 3) =     0.36165E-02
before: itr =  20, myrank =   0, x( 16, 2) =     0.78310E-03, x( 16, 3) =     0.26387E-02
after: itr =  20, myrank =   0, x(  1, 2) =     0.83981E-02, x(  1, 3) =     0.28738E-01
after: itr =  20, myrank =   0, x(  2, 2) =     0.13587E-01, x(  2, 3) =     0.46498E-01
after: itr =  20, myrank =   0, x(  3, 2) =     0.13590E-01, x(  3, 3) =     0.46496E-01
after: itr =  20, myrank =   0, x(  4, 2) =     0.83971E-02, x(  4, 3) =     0.28736E-01
after: itr =  20, myrank =   0, x(  5, 2) =     0.80715E-02, x(  5, 3) =     0.23550E-01
after: itr =  20, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38104E-01
after: itr =  20, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38104E-01
after: itr =  20, myrank =   0, x(  8, 2) =     0.80742E-02, x(  8, 3) =     0.23549E-01
after: itr =  20, myrank =   0, x(  9, 2) =     0.34260E-02, x(  9, 3) =     0.61561E-02
after: itr =  20, myrank =   0, x( 10, 2) =     0.55436E-02, x( 10, 3) =     0.99600E-02
after: itr =  20, myrank =   0, x( 11, 2) =     0.55434E-02, x( 11, 3) =     0.99598E-02
after: itr =  20, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61552E-02
after: itr =  20, myrank =   0, x( 13, 2) =     0.78108E-03, x( 13, 3) =     0.00000E+00
after: itr =  20, myrank =   0, x( 14, 2) =     0.12663E-02, x( 14, 3) =     0.00000E+00
after: itr =  20, myrank =   0, x( 15, 2) =     0.12661E-02, x( 15, 3) =     0.00000E+00
after: itr =  20, myrank =   0, x( 16, 2) =     0.78310E-03, x( 16, 3) =     0.00000E+00
before: itr =  21, myrank =   0, x(  1, 2) =     0.84001E-02, x(  1, 3) =     0.28735E-01
before: itr =  21, myrank =   0, x(  2, 2) =     0.13594E-01, x(  2, 3) =     0.46494E-01
before: itr =  21, myrank =   0, x(  3, 2) =     0.13593E-01, x(  3, 3) =     0.46494E-01
before: itr =  21, myrank =   0, x(  4, 2) =     0.84022E-02, x(  4, 3) =     0.28735E-01
before: itr =  21, myrank =   0, x(  5, 2) =     0.80741E-02, x(  5, 3) =     0.23550E-01
before: itr =  21, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
before: itr =  21, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38106E-01
before: itr =  21, myrank =   0, x(  8, 2) =     0.80729E-02, x(  8, 3) =     0.23551E-01
before: itr =  21, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61559E-02
before: itr =  21, myrank =   0, x( 10, 2) =     0.55429E-02, x( 10, 3) =     0.99611E-02
before: itr =  21, myrank =   0, x( 11, 2) =     0.55427E-02, x( 11, 3) =     0.99612E-02
before: itr =  21, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61569E-02
before: itr =  21, myrank =   0, x( 13, 2) =     0.78247E-03, x( 13, 3) =     0.17346E-02
before: itr =  21, myrank =   0, x( 14, 2) =     0.12647E-02, x( 14, 3) =     0.32401E-02
before: itr =  21, myrank =   0, x( 15, 2) =     0.12646E-02, x( 15, 3) =     0.36165E-02
before: itr =  21, myrank =   0, x( 16, 2) =     0.78101E-03, x( 16, 3) =     0.26386E-02
after: itr =  21, myrank =   0, x(  1, 2) =     0.84001E-02, x(  1, 3) =     0.28735E-01
after: itr =  21, myrank =   0, x(  2, 2) =     0.13594E-01, x(  2, 3) =     0.46494E-01
after: itr =  21, myrank =   0, x(  3, 2) =     0.13593E-01, x(  3, 3) =     0.46494E-01
after: itr =  21, myrank =   0, x(  4, 2) =     0.84022E-02, x(  4, 3) =     0.28735E-01
after: itr =  21, myrank =   0, x(  5, 2) =     0.80741E-02, x(  5, 3) =     0.23550E-01
after: itr =  21, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
after: itr =  21, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38106E-01
after: itr =  21, myrank =   0, x(  8, 2) =     0.80729E-02, x(  8, 3) =     0.23551E-01
after: itr =  21, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61559E-02
after: itr =  21, myrank =   0, x( 10, 2) =     0.55429E-02, x( 10, 3) =     0.99611E-02
after: itr =  21, myrank =   0, x( 11, 2) =     0.55427E-02, x( 11, 3) =     0.99612E-02
after: itr =  21, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61569E-02
after: itr =  21, myrank =   0, x( 13, 2) =     0.78247E-03, x( 13, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 14, 2) =     0.12647E-02, x( 14, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 15, 2) =     0.12646E-02, x( 15, 3) =     0.00000E+00
after: itr =  21, myrank =   0, x( 16, 2) =     0.78101E-03, x( 16, 3) =     0.00000E+00
before: itr =  22, myrank =   0, x(  1, 2) =     0.84007E-02, x(  1, 3) =     0.28736E-01
before: itr =  22, myrank =   0, x(  2, 2) =     0.13591E-01, x(  2, 3) =     0.46496E-01
before: itr =  22, myrank =   0, x(  3, 2) =     0.13591E-01, x(  3, 3) =     0.46496E-01
before: itr =  22, myrank =   0, x(  4, 2) =     0.83988E-02, x(  4, 3) =     0.28736E-01
before: itr =  22, myrank =   0, x(  5, 2) =     0.80729E-02, x(  5, 3) =     0.23551E-01
before: itr =  22, myrank =   0, x(  6, 2) =     0.13062E-01, x(  6, 3) =     0.38106E-01
before: itr =  22, myrank =   0, x(  7, 2) =     0.13062E-01, x(  7, 3) =     0.38106E-01
before: itr =  22, myrank =   0, x(  8, 2) =     0.80730E-02, x(  8, 3) =     0.23550E-01
before: itr =  22, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61564E-02
before: itr =  22, myrank =   0, x( 10, 2) =     0.55426E-02, x( 10, 3) =     0.99609E-02
before: itr =  22, myrank =   0, x( 11, 2) =     0.55427E-02, x( 11, 3) =     0.99609E-02
before: itr =  22, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61557E-02
before: itr =  22, myrank =   0, x( 13, 2) =     0.78137E-03, x( 13, 3) =     0.17345E-02
before: itr =  22, myrank =   0, x( 14, 2) =     0.12648E-02, x( 14, 3) =     0.32400E-02
before: itr =  22, myrank =   0, x( 15, 2) =     0.12648E-02, x( 15, 3) =     0.36165E-02
before: itr =  22, myrank =   0, x( 16, 2) =     0.78210E-03, x( 16, 3) =     0.26386E-02
after: itr =  22, myrank =   0, x(  1, 2) =     0.84007E-02, x(  1, 3) =     0.28736E-01
after: itr =  22, myrank =   0, x(  2, 2) =     0.13591E-01, x(  2, 3) =     0.46496E-01
after: itr =  22, myrank =   0, x(  3, 2) =     0.13591E-01, x(  3, 3) =     0.46496E-01
after: itr =  22, myrank =   0, x(  4, 2) =     0.83988E-02, x(  4, 3) =     0.28736E-01
after: itr =  22, myrank =   0, x(  5, 2) =     0.80729E-02, x(  5, 3) =     0.23551E-01
after: itr =  22, myrank =   0, x(  6, 2) =     0.13062E-01, x(  6, 3) =     0.38106E-01
after: itr =  22, myrank =   0, x(  7, 2) =     0.13062E-01, x(  7, 3) =     0.38106E-01
after: itr =  22, myrank =   0, x(  8, 2) =     0.80730E-02, x(  8, 3) =     0.23550E-01
after: itr =  22, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61564E-02
after: itr =  22, myrank =   0, x( 10, 2) =     0.55426E-02, x( 10, 3) =     0.99609E-02
after: itr =  22, myrank =   0, x( 11, 2) =     0.55427E-02, x( 11, 3) =     0.99609E-02
after: itr =  22, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61557E-02
after: itr =  22, myrank =   0, x( 13, 2) =     0.78137E-03, x( 13, 3) =     0.00000E+00
after: itr =  22, myrank =   0, x( 14, 2) =     0.12648E-02, x( 14, 3) =     0.00000E+00
after: itr =  22, myrank =   0, x( 15, 2) =     0.12648E-02, x( 15, 3) =     0.00000E+00
after: itr =  22, myrank =   0, x( 16, 2) =     0.78210E-03, x( 16, 3) =     0.00000E+00
before: itr =  23, myrank =   0, x(  1, 2) =     0.83995E-02, x(  1, 3) =     0.28736E-01
before: itr =  23, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
before: itr =  23, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
before: itr =  23, myrank =   0, x(  4, 2) =     0.84008E-02, x(  4, 3) =     0.28735E-01
before: itr =  23, myrank =   0, x(  5, 2) =     0.80731E-02, x(  5, 3) =     0.23550E-01
before: itr =  23, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38105E-01
before: itr =  23, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
before: itr =  23, myrank =   0, x(  8, 2) =     0.80734E-02, x(  8, 3) =     0.23550E-01
before: itr =  23, myrank =   0, x(  9, 2) =     0.34255E-02, x(  9, 3) =     0.61560E-02
before: itr =  23, myrank =   0, x( 10, 2) =     0.55429E-02, x( 10, 3) =     0.99608E-02
before: itr =  23, myrank =   0, x( 11, 2) =     0.55429E-02, x( 11, 3) =     0.99607E-02
before: itr =  23, myrank =   0, x( 12, 2) =     0.34258E-02, x( 12, 3) =     0.61564E-02
before: itr =  23, myrank =   0, x( 13, 2) =     0.78190E-03, x( 13, 3) =     0.17345E-02
before: itr =  23, myrank =   0, x( 14, 2) =     0.12650E-02, x( 14, 3) =     0.32401E-02
before: itr =  23, myrank =   0, x( 15, 2) =     0.12651E-02, x( 15, 3) =     0.36165E-02
before: itr =  23, myrank =   0, x( 16, 2) =     0.78166E-03, x( 16, 3) =     0.26386E-02
after: itr =  23, myrank =   0, x(  1, 2) =     0.83995E-02, x(  1, 3) =     0.28736E-01
after: itr =  23, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
after: itr =  23, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
after: itr =  23, myrank =   0, x(  4, 2) =     0.84008E-02, x(  4, 3) =     0.28735E-01
after: itr =  23, myrank =   0, x(  5, 2) =     0.80731E-02, x(  5, 3) =     0.23550E-01
after: itr =  23, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38105E-01
after: itr =  23, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
after: itr =  23, myrank =   0, x(  8, 2) =     0.80734E-02, x(  8, 3) =     0.23550E-01
after: itr =  23, myrank =   0, x(  9, 2) =     0.34255E-02, x(  9, 3) =     0.61560E-02
after: itr =  23, myrank =   0, x( 10, 2) =     0.55429E-02, x( 10, 3) =     0.99608E-02
after: itr =  23, myrank =   0, x( 11, 2) =     0.55429E-02, x( 11, 3) =     0.99607E-02
after: itr =  23, myrank =   0, x( 12, 2) =     0.34258E-02, x( 12, 3) =     0.61564E-02
after: itr =  23, myrank =   0, x( 13, 2) =     0.78190E-03, x( 13, 3) =     0.00000E+00
after: itr =  23, myrank =   0, x( 14, 2) =     0.12650E-02, x( 14, 3) =     0.00000E+00
after: itr =  23, myrank =   0, x( 15, 2) =     0.12651E-02, x( 15, 3) =     0.00000E+00
after: itr =  23, myrank =   0, x( 16, 2) =     0.78166E-03, x( 16, 3) =     0.00000E+00
before: itr =  24, myrank =   0, x(  1, 2) =     0.84004E-02, x(  1, 3) =     0.28736E-01
before: itr =  24, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46496E-01
before: itr =  24, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46496E-01
before: itr =  24, myrank =   0, x(  4, 2) =     0.83997E-02, x(  4, 3) =     0.28736E-01
before: itr =  24, myrank =   0, x(  5, 2) =     0.80732E-02, x(  5, 3) =     0.23551E-01
before: itr =  24, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
before: itr =  24, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38106E-01
before: itr =  24, myrank =   0, x(  8, 2) =     0.80729E-02, x(  8, 3) =     0.23551E-01
before: itr =  24, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61563E-02
before: itr =  24, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
before: itr =  24, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99611E-02
before: itr =  24, myrank =   0, x( 12, 2) =     0.34255E-02, x( 12, 3) =     0.61561E-02
before: itr =  24, myrank =   0, x( 13, 2) =     0.78173E-03, x( 13, 3) =     0.17345E-02
before: itr =  24, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.32401E-02
before: itr =  24, myrank =   0, x( 15, 2) =     0.12648E-02, x( 15, 3) =     0.36165E-02
before: itr =  24, myrank =   0, x( 16, 2) =     0.78175E-03, x( 16, 3) =     0.26386E-02
after: itr =  24, myrank =   0, x(  1, 2) =     0.84004E-02, x(  1, 3) =     0.28736E-01
after: itr =  24, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46496E-01
after: itr =  24, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46496E-01
after: itr =  24, myrank =   0, x(  4, 2) =     0.83997E-02, x(  4, 3) =     0.28736E-01
after: itr =  24, myrank =   0, x(  5, 2) =     0.80732E-02, x(  5, 3) =     0.23551E-01
after: itr =  24, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
after: itr =  24, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38106E-01
after: itr =  24, myrank =   0, x(  8, 2) =     0.80729E-02, x(  8, 3) =     0.23551E-01
after: itr =  24, myrank =   0, x(  9, 2) =     0.34257E-02, x(  9, 3) =     0.61563E-02
after: itr =  24, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
after: itr =  24, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99611E-02
after: itr =  24, myrank =   0, x( 12, 2) =     0.34255E-02, x( 12, 3) =     0.61561E-02
after: itr =  24, myrank =   0, x( 13, 2) =     0.78173E-03, x( 13, 3) =     0.00000E+00
after: itr =  24, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.00000E+00
after: itr =  24, myrank =   0, x( 15, 2) =     0.12648E-02, x( 15, 3) =     0.00000E+00
after: itr =  24, myrank =   0, x( 16, 2) =     0.78175E-03, x( 16, 3) =     0.00000E+00
before: itr =  25, myrank =   0, x(  1, 2) =     0.83999E-02, x(  1, 3) =     0.28736E-01
before: itr =  25, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
before: itr =  25, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
before: itr =  25, myrank =   0, x(  4, 2) =     0.84002E-02, x(  4, 3) =     0.28736E-01
before: itr =  25, myrank =   0, x(  5, 2) =     0.80731E-02, x(  5, 3) =     0.23550E-01
before: itr =  25, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
before: itr =  25, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
before: itr =  25, myrank =   0, x(  8, 2) =     0.80733E-02, x(  8, 3) =     0.23550E-01
before: itr =  25, myrank =   0, x(  9, 2) =     0.34256E-02, x(  9, 3) =     0.61561E-02
before: itr =  25, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
before: itr =  25, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99608E-02
before: itr =  25, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61562E-02
before: itr =  25, myrank =   0, x( 13, 2) =     0.78177E-03, x( 13, 3) =     0.17345E-02
before: itr =  25, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.32401E-02
before: itr =  25, myrank =   0, x( 15, 2) =     0.12650E-02, x( 15, 3) =     0.36165E-02
before: itr =  25, myrank =   0, x( 16, 2) =     0.78179E-03, x( 16, 3) =     0.26386E-02
after: itr =  25, myrank =   0, x(  1, 2) =     0.83999E-02, x(  1, 3) =     0.28736E-01
after: itr =  25, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
after: itr =  25, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
after: itr =  25, myrank =   0, x(  4, 2) =     0.84002E-02, x(  4, 3) =     0.28736E-01
after: itr =  25, myrank =   0, x(  5, 2) =     0.80731E-02, x(  5, 3) =     0.23550E-01
after: itr =  25, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38106E-01
after: itr =  25, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
after: itr =  25, myrank =   0, x(  8, 2) =     0.80733E-02, x(  8, 3) =     0.23550E-01
after: itr =  25, myrank =   0, x(  9, 2) =     0.34256E-02, x(  9, 3) =     0.61561E-02
after: itr =  25, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
after: itr =  25, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99608E-02
after: itr =  25, myrank =   0, x( 12, 2) =     0.34257E-02, x( 12, 3) =     0.61562E-02
after: itr =  25, myrank =   0, x( 13, 2) =     0.78177E-03, x( 13, 3) =     0.00000E+00
after: itr =  25, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.00000E+00
after: itr =  25, myrank =   0, x( 15, 2) =     0.12650E-02, x( 15, 3) =     0.00000E+00
after: itr =  25, myrank =   0, x( 16, 2) =     0.78179E-03, x( 16, 3) =     0.00000E+00
before: itr =  26, myrank =   0, x(  1, 2) =     0.84002E-02, x(  1, 3) =     0.28736E-01
before: itr =  26, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
before: itr =  26, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
before: itr =  26, myrank =   0, x(  4, 2) =     0.84001E-02, x(  4, 3) =     0.28736E-01
before: itr =  26, myrank =   0, x(  5, 2) =     0.80732E-02, x(  5, 3) =     0.23550E-01
before: itr =  26, myrank =   0, x(  6, 2) =     0.13063E-01, x(  6, 3) =     0.38105E-01
before: itr =  26, myrank =   0, x(  7, 2) =     0.13063E-01, x(  7, 3) =     0.38105E-01
before: itr =  26, myrank =   0, x(  8, 2) =     0.80731E-02, x(  8, 3) =     0.23551E-01
before: itr =  26, myrank =   0, x(  9, 2) =     0.34256E-02, x(  9, 3) =     0.61562E-02
before: itr =  26, myrank =   0, x( 10, 2) =     0.55428E-02, x( 10, 3) =     0.99609E-02
before: itr =  26, myrank =   0, x( 11, 2) =     0.55428E-02, x( 11, 3) =     0.99609E-02
before: itr =  26, myrank =   0, x( 12, 2) =     0.34256E-02, x( 12, 3) =     0.61562E-02
before: itr =  26, myrank =   0, x( 13, 2) =     0.78175E-03, x( 13, 3) =     0.17345E-02
before: itr =  26, myrank =   0, x( 14, 2) =     0.12649E-02, x( 14, 3) =     0.32401E-02
before: itr =  26, myrank =   0, x( 15, 2) =     0.12649E-02, x( 15, 3) =     0.36165E-02
before: itr =  26, myrank =   0, x( 16, 2) =     0.78173E-03, x( 16, 3) =     0.26386E-02
after: itr =  26, myrank =   0, x(  1, 2) =     0.84002E-02, x(  1, 3) =     0.28736E-01
after: itr =  26, myrank =   0, x(  2, 2) =     0.13592E-01, x(  2, 3) =     0.46495E-01
after: itr =  26, myrank =   0, x(  3, 2) =     0.13592E-01, x(  3, 3) =     0.46495E-01
