before: itr =   1, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28738E-01
before: itr =  18, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46503E-01
before: itr =  18, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46498E-01
before: itr =  18, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28734E-01
before: itr =  18, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23573E-01
before: itr =  18, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38121E-01
before: itr =  18, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38108E-01
before: itr =  18, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23553E-01
after: itr =  18, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  18, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28740E-01
after: itr =  18, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46494E-01
after: itr =  18, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46493E-01
after: itr =  18, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
after: itr =  18, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23542E-01
after: itr =  18, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38096E-01
after: itr =  18, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38102E-01
after: itr =  18, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23548E-01
before: itr =  19, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  19, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28740E-01
before: itr =  19, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46494E-01
before: itr =  19, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46493E-01
before: itr =  19, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
before: itr =  19, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23542E-01
before: itr =  19, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38096E-01
before: itr =  19, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38102E-01
before: itr =  19, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23548E-01
after: itr =  19, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  19, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28731E-01
after: itr =  19, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46493E-01
after: itr =  19, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
after: itr =  19, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
after: itr =  19, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23553E-01
after: itr =  19, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38110E-01
after: itr =  19, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38108E-01
after: itr =  19, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23552E-01
before: itr =  20, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  20, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28731E-01
before: itr =  20, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46493E-01
before: itr =  20, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
before: itr =  20, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
before: itr =  20, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23553E-01
before: itr =  20, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38110E-01
before: itr =  20, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38108E-01
before: itr =  20, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23552E-01
after: itr =  20, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  20, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28738E-01
after: itr =  20, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46498E-01
after: itr =  20, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
after: itr =  20, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
after: itr =  20, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
after: itr =  20, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38104E-01
after: itr =  20, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38104E-01
after: itr =  20, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23549E-01
before: itr =  21, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  21, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28738E-01
before: itr =  21, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46498E-01
before: itr =  21, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
before: itr =  21, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
before: itr =  21, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
before: itr =  21, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38104E-01
before: itr =  21, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38104E-01
before: itr =  21, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23549E-01
after: itr =  21, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  21, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28735E-01
after: itr =  21, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46494E-01
after: itr =  21, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46494E-01
after: itr =  21, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28735E-01
after: itr =  21, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
after: itr =  21, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
after: itr =  21, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
after: itr =  21, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23551E-01
before: itr =  22, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  22, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28735E-01
before: itr =  22, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46494E-01
before: itr =  22, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46494E-01
before: itr =  22, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28735E-01
before: itr =  22, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
before: itr =  22, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
before: itr =  22, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
before: itr =  22, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23551E-01
after: itr =  22, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  22, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
after: itr =  22, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46496E-01
after: itr =  22, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
after: itr =  22, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
after: itr =  22, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23551E-01
after: itr =  22, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
after: itr =  22, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
after: itr =  22, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23550E-01
before: itr =  23, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  23, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
before: itr =  23, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46496E-01
before: itr =  23, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
before: itr =  23, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
before: itr =  23, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23551E-01
before: itr =  23, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
before: itr =  23, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
before: itr =  23, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23550E-01
after: itr =  23, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  23, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
after: itr =  23, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46495E-01
after: itr =  23, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46495E-01
after: itr =  23, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28735E-01
after: itr =  23, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
after: itr =  23, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38105E-01
after: itr =  23, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38105E-01
after: itr =  23, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23550E-01
before: itr =  24, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  24, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
before: itr =  24, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46495E-01
before: itr =  24, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46495E-01
before: itr =  24, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28735E-01
before: itr =  24, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
before: itr =  24, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38105E-01
before: itr =  24, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38105E-01
before: itr =  24, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23550E-01
after: itr =  24, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  24, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
after: itr =  24, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46496E-01
after: itr =  24, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
after: itr =  24, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
after: itr =  24, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23551E-01
after: itr =  24, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
after: itr =  24, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
after: itr =  24, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23551E-01
before: itr =  25, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  25, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
before: itr =  25, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46496E-01
before: itr =  25, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
before: itr =  25, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
before: itr =  25, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23551E-01
before: itr =  25, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
before: itr =  25, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
before: itr =  25, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23551E-01
after: itr =  25, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  25, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
after: itr =  25, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46495E-01
after: itr =  25, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46495E-01
after: itr =  25, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
after: itr =  25, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
after: itr =  25, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
after: itr =  25, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38105E-01
after: itr =  25, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23550E-01
before: itr =  26, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  26, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28736E-01
before: itr =  26, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46495E-01
before: itr =  26, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46495E-01
before: itr =  26, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28736E-01
before: itr =  26, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23550E-01
before: itr =  26, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38106E-01
before: itr =  26, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38105E-01
before: itr =  26, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23550E-01
after: itr =  26, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  26, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  26, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  26, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  26, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  26, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
